index,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
515,Data Scientist,$75K-$268K (Glassdoor est.),Machine Learning data analysis Python Python Machine Learning SQL data analysis SQL SQL Machine Learning,1.8,Company_515,"Chicago, IL","New York, NY",51-200 employees,1875,Private,Healthcare,Healthcare,Unknown,None
516,Data Analyst,$88K-$152K (Glassdoor est.),Machine Learning data analysis SQL SQL SQL SQL Machine Learning SQL Python Python,4.4,Company_516,"Chicago, IL",Other,51-200 employees,1988,Private,Healthcare,Finance,$10M-$100M,None
517,Senior Data Scientist,$92K-$248K (Glassdoor est.),Python data analysis SQL Machine Learning statistics Python Python statistics SQL SQL,2.1,Company_517,"Chicago, IL","New York, NY",1000+ employees,1998,Non-profit,Healthcare,Finance,$100M-$1B,Unknown
518,Data Scientist,$92K-$263K (Glassdoor est.),Python Python Machine Learning statistics SQL data analysis SQL data analysis Machine Learning SQL,2.8,Company_518,Other,Other,1000+ employees,1958,Public,Other,Finance,$1M-$10M,Unknown
519,Data Scientist,$133K-$185K (Glassdoor est.),data analysis SQL SQL statistics Python data analysis Python Machine Learning statistics data analysis,-1.0,Company_519,"Washington, DC","San Francisco, CA",1-50 employees,2014,Other,Biotech,Technology,$1M-$10M,"Company A, Company B"
520,Data Scientist,$127K-$202K (Glassdoor est.),Python data analysis statistics Python Machine Learning SQL data analysis statistics SQL data analysis,3.6,Company_520,Other,"San Francisco, CA",201-500 employees,1985,Non-profit,Finance,Other,$10M-$100M,"Company A, Company B"
521,Senior Data Scientist,$72K-$252K (Glassdoor est.),Python Python Machine Learning SQL statistics statistics statistics statistics statistics Machine Learning,4.9,Company_521,"New York, NY","San Francisco, CA",1-50 employees,1894,Other,Healthcare,Other,$10M-$100M,Unknown
522,Senior Data Scientist,$87K-$276K (Glassdoor est.),data analysis statistics Python Machine Learning statistics Machine Learning Python Machine Learning data analysis Python,3.6,Company_522,"San Francisco, CA","New York, NY",1000+ employees,1943,Private,IT Services,Other,$10M-$100M,None
523,Data Scientist,$150K-$213K (Glassdoor est.),Python Machine Learning data analysis data analysis data analysis SQL data analysis statistics statistics Python,-1.0,Company_523,"Washington, DC","San Francisco, CA",1000+ employees,1894,Private,Finance,Business Services,$100M-$1B,None
524,Senior Data Scientist,$85K-$251K (Glassdoor est.),data analysis SQL data analysis Machine Learning SQL Python Python SQL data analysis statistics,2.5,Company_524,Other,"San Francisco, CA",1-50 employees,1925,Other,IT Services,Finance,$100M-$1B,Unknown
525,Senior Data Scientist,$122K-$202K (Glassdoor est.),data analysis Machine Learning data analysis Machine Learning SQL SQL data analysis Machine Learning Python Python,1.4,Company_525,Other,"San Francisco, CA",1-50 employees,1981,Private,Biotech,Technology,$10M-$100M,None
526,Senior Data Scientist,$119K-$197K (Glassdoor est.),SQL Python Python statistics statistics SQL data analysis data analysis SQL statistics,3.1,Company_526,"Washington, DC","New York, NY",1000+ employees,1993,Private,Finance,Healthcare,Unknown,-1
527,Machine Learning Engineer,$120K-$157K (Glassdoor est.),Machine Learning Python SQL data analysis SQL Python data analysis Machine Learning data analysis Machine Learning,2.6,Company_527,"New York, NY","New York, NY",1-50 employees,1932,Other,Other,Healthcare,Unknown,Unknown
528,Data Scientist,$109K-$204K (Glassdoor est.),data analysis SQL Python statistics statistics SQL statistics Python statistics Machine Learning,-1.0,Company_528,"San Francisco, CA","New York, NY",51-200 employees,2015,Other,Biotech,Healthcare,Unknown,None
529,Senior Data Scientist,$87K-$168K (Glassdoor est.),statistics data analysis data analysis Python data analysis SQL data analysis statistics data analysis Machine Learning,1.4,Company_529,Other,"New York, NY",1000+ employees,1845,Private,IT Services,Other,$10M-$100M,-1
530,Machine Learning Engineer,$102K-$278K (Glassdoor est.),statistics SQL SQL Machine Learning statistics data analysis Python SQL data analysis SQL,2.0,Company_530,"San Francisco, CA","San Francisco, CA",1000+ employees,-1,Public,Other,Business Services,$100M-$1B,None
531,Data Analyst,$88K-$212K (Glassdoor est.),statistics Python Python Python statistics Python Machine Learning data analysis data analysis Python,4.8,Company_531,"Washington, DC","San Francisco, CA",1-50 employees,1949,Private,Finance,Other,$1M-$10M,None
532,Data Analyst,$69K-$259K (Glassdoor est.),Python Python SQL data analysis Python Python SQL statistics statistics Python,4.4,Company_532,"New York, NY","San Francisco, CA",51-200 employees,1937,Other,Other,Business Services,$100M-$1B,None
533,Senior Data Scientist,$59K-$265K (Glassdoor est.),Machine Learning data analysis statistics data analysis SQL Python statistics data analysis data analysis Python,4.7,Company_533,"San Francisco, CA","New York, NY",51-200 employees,1969,Public,Biotech,Technology,$1M-$10M,"Company A, Company B"
534,Data Scientist,$111K-$300K (Glassdoor est.),SQL Python Python data analysis Python statistics statistics Python data analysis SQL,3.5,Company_534,"New York, NY","New York, NY",1000+ employees,2014,Other,IT Services,Other,$100M-$1B,"Company A, Company B"
535,Senior Data Scientist,$114K-$258K (Glassdoor est.),data analysis SQL Machine Learning Machine Learning Machine Learning Python SQL Python Python data analysis,1.0,Company_535,"Chicago, IL","New York, NY",1-50 employees,-1,Private,Finance,Healthcare,$1M-$10M,Unknown
536,Data Analyst,$96K-$288K (Glassdoor est.),data analysis Python statistics Python SQL Machine Learning statistics Python statistics Python,2.3,Company_536,"San Francisco, CA",Other,1-50 employees,-1,Non-profit,Biotech,Finance,$1M-$10M,None
537,Data Scientist,$60K-$178K (Glassdoor est.),Machine Learning Python data analysis SQL statistics SQL statistics statistics Python Python,3.2,Company_537,Other,Other,1-50 employees,1848,Private,Other,Business Services,$1M-$10M,"Company A, Company B"
538,Data Scientist,$134K-$241K (Glassdoor est.),Python Python statistics SQL data analysis Python statistics statistics statistics data analysis,1.0,Company_538,"Washington, DC",Other,1000+ employees,2020,Private,Other,Technology,Unknown,-1
539,Data Analyst,$128K-$162K (Glassdoor est.),Python Machine Learning Machine Learning data analysis Python data analysis SQL statistics SQL Python,-1.0,Company_539,Other,Other,1-50 employees,1820,Non-profit,Biotech,Technology,Unknown,"Company A, Company B"
540,Machine Learning Engineer,$132K-$253K (Glassdoor est.),statistics data analysis statistics statistics data analysis Python Python statistics Python data analysis,-1.0,Company_540,"Washington, DC","New York, NY",51-200 employees,1884,Public,Other,Business Services,$10M-$100M,Unknown
541,Machine Learning Engineer,$92K-$261K (Glassdoor est.),SQL SQL data analysis data analysis Machine Learning Python Machine Learning statistics SQL Python,4.1,Company_541,"New York, NY","New York, NY",1000+ employees,1935,Public,IT Services,Technology,$1M-$10M,Unknown
542,Senior Data Scientist,$62K-$217K (Glassdoor est.),statistics Python SQL SQL Machine Learning data analysis Machine Learning data analysis SQL statistics,4.2,Company_542,"San Francisco, CA","New York, NY",1-50 employees,1867,Public,Biotech,Healthcare,$1M-$10M,-1
543,Data Scientist,$145K-$283K (Glassdoor est.),data analysis SQL Machine Learning Machine Learning Machine Learning Machine Learning statistics SQL Machine Learning Machine Learning,3.5,Company_543,"Washington, DC",Other,201-500 employees,2007,Other,Biotech,Business Services,$100M-$1B,None
544,Senior Data Scientist,$138K-$298K (Glassdoor est.),Machine Learning data analysis data analysis data analysis SQL Python statistics Python Machine Learning statistics,4.8,Company_544,"Chicago, IL",Other,51-200 employees,-1,Other,Healthcare,Healthcare,$1M-$10M,-1
545,Data Scientist,$97K-$251K (Glassdoor est.),statistics Python SQL statistics statistics statistics SQL Python statistics statistics,2.4,Company_545,"San Francisco, CA","New York, NY",51-200 employees,1852,Public,IT Services,Technology,$1M-$10M,"Company A, Company B"
546,Data Analyst,$136K-$279K (Glassdoor est.),statistics SQL statistics Python Python statistics data analysis SQL Python statistics,3.5,Company_546,Other,"New York, NY",1-50 employees,1994,Non-profit,IT Services,Other,Unknown,"Company A, Company B"
547,Data Scientist,$53K-$274K (Glassdoor est.),SQL data analysis data analysis Python statistics statistics Python SQL Python Python,2.3,Company_547,Other,"New York, NY",1000+ employees,1933,Non-profit,IT Services,Finance,$1M-$10M,Unknown
548,Data Scientist,$103K-$172K (Glassdoor est.),Machine Learning statistics Python Python data analysis data analysis data analysis SQL Machine Learning SQL,2.4,Company_548,Other,"Chicago, IL",1000+ employees,1933,Other,IT Services,Finance,$100M-$1B,-1
549,Data Analyst,$143K-$187K (Glassdoor est.),data analysis data analysis SQL Python statistics Python data analysis Machine Learning Python statistics,3.1,Company_549,"San Francisco, CA","San Francisco, CA",201-500 employees,-1,Public,Finance,Healthcare,$1M-$10M,"Company A, Company B"
550,Machine Learning Engineer,$93K-$267K (Glassdoor est.),data analysis statistics Machine Learning statistics statistics Machine Learning data analysis Machine Learning Python statistics,2.7,Company_550,"San Francisco, CA","Chicago, IL",201-500 employees,1855,Private,Finance,Healthcare,$1M-$10M,"Company A, Company B"
551,Data Analyst,$116K-$274K (Glassdoor est.),Machine Learning statistics Python SQL data analysis SQL Python data analysis Machine Learning statistics,3.8,Company_551,"San Francisco, CA",Other,1000+ employees,1853,Other,IT Services,Other,$1M-$10M,Unknown
552,Data Scientist,$62K-$263K (Glassdoor est.),statistics Machine Learning SQL data analysis statistics Python statistics data analysis Python Python,-1.0,Company_552,"New York, NY","New York, NY",1000+ employees,1887,Public,Healthcare,Business Services,$100M-$1B,"Company A, Company B"
553,Data Analyst,$107K-$232K (Glassdoor est.),Python data analysis statistics Python SQL Machine Learning Python Machine Learning data analysis SQL,1.9,Company_553,"New York, NY","Chicago, IL",51-200 employees,2017,Non-profit,Healthcare,Technology,$10M-$100M,"Company A, Company B"
554,Data Scientist,Unknown,Machine Learning data analysis Python SQL statistics Machine Learning Machine Learning data analysis Python SQL,1.8,Company_554,"San Francisco, CA","New York, NY",201-500 employees,1998,Other,Biotech,Healthcare,$1M-$10M,"Company A, Company B"
555,Machine Learning Engineer,$64K-$156K (Glassdoor est.),statistics Python SQL SQL SQL Python data analysis data analysis statistics data analysis,5.0,Company_555,"Chicago, IL","San Francisco, CA",1000+ employees,-1,Other,Other,Technology,$10M-$100M,"Company A, Company B"
556,Machine Learning Engineer,$132K-$178K (Glassdoor est.),Python Machine Learning data analysis Python statistics Python Machine Learning SQL Machine Learning statistics,-1.0,Company_556,"Washington, DC","Chicago, IL",201-500 employees,1925,Public,IT Services,Finance,Unknown,-1
557,Data Scientist,$71K-$213K (Glassdoor est.),SQL Python Machine Learning statistics Python data analysis statistics statistics data analysis data analysis,4.9,Company_557,"New York, NY","Chicago, IL",51-200 employees,1820,Private,Finance,Technology,Unknown,None
558,Machine Learning Engineer,$120K-$191K (Glassdoor est.),Python statistics Machine Learning data analysis data analysis statistics SQL data analysis SQL SQL,1.5,Company_558,Other,"San Francisco, CA",51-200 employees,1886,Public,Biotech,Other,$1M-$10M,-1
559,Data Analyst,$104K-$269K (Glassdoor est.),statistics Machine Learning statistics data analysis SQL SQL data analysis Python Python data analysis,1.9,Company_559,"San Francisco, CA","New York, NY",51-200 employees,2010,Private,IT Services,Other,Unknown,"Company A, Company B"
560,Machine Learning Engineer,$101K-$198K (Glassdoor est.),Machine Learning statistics Python statistics Machine Learning statistics data analysis Python Python SQL,-1.0,Company_560,"San Francisco, CA","New York, NY",51-200 employees,-1,Other,Finance,Other,$1M-$10M,"Company A, Company B"
561,Senior Data Scientist,$134K-$261K (Glassdoor est.),statistics Python SQL SQL Python Python data analysis SQL Machine Learning SQL,4.7,Company_561,"New York, NY",Other,51-200 employees,1968,Non-profit,Other,Healthcare,$1M-$10M,"Company A, Company B"
562,Machine Learning Engineer,$144K-$201K (Glassdoor est.),statistics data analysis Python Python Machine Learning Python statistics Machine Learning statistics statistics,5.0,Company_562,"New York, NY","Chicago, IL",51-200 employees,2015,Non-profit,IT Services,Technology,$1M-$10M,None
563,Senior Data Scientist,$104K-$250K (Glassdoor est.),Python SQL statistics statistics SQL data analysis Machine Learning SQL statistics data analysis,4.6,Company_563,"Chicago, IL",Other,51-200 employees,1961,Private,Biotech,Other,$10M-$100M,-1
564,Data Analyst,Unknown,data analysis data analysis data analysis SQL statistics Python statistics SQL Python SQL,1.4,Company_564,Other,"San Francisco, CA",1-50 employees,2013,Public,Finance,Finance,$100M-$1B,Unknown
565,Machine Learning Engineer,$146K-$167K (Glassdoor est.),Python SQL Machine Learning Python Machine Learning data analysis statistics Machine Learning Python data analysis,3.4,Company_565,"Washington, DC","San Francisco, CA",1-50 employees,-1,Non-profit,IT Services,Technology,$10M-$100M,None
566,Machine Learning Engineer,$118K-$198K (Glassdoor est.),statistics statistics data analysis Python SQL SQL statistics Machine Learning data analysis Machine Learning,-1.0,Company_566,Other,"Chicago, IL",201-500 employees,1812,Non-profit,IT Services,Healthcare,$1M-$10M,Unknown
567,Machine Learning Engineer,$75K-$268K (Glassdoor est.),SQL Python Python Machine Learning data analysis SQL Python data analysis SQL statistics,3.4,Company_567,"Washington, DC","Chicago, IL",201-500 employees,1837,Private,Biotech,Finance,$10M-$100M,-1
568,Data Analyst,$135K-$276K (Glassdoor est.),SQL Machine Learning Machine Learning Python statistics statistics data analysis SQL data analysis Python,4.8,Company_568,Other,Other,51-200 employees,1908,Public,Other,Other,$100M-$1B,Unknown
569,Data Analyst,$131K-$231K (Glassdoor est.),Python Machine Learning SQL data analysis statistics Machine Learning data analysis SQL statistics Python,2.9,Company_569,Other,"Chicago, IL",201-500 employees,1949,Public,Other,Technology,$100M-$1B,-1
570,Senior Data Scientist,$128K-$251K (Glassdoor est.),statistics SQL data analysis Python SQL Machine Learning Machine Learning data analysis Python data analysis,1.7,Company_570,Other,"New York, NY",51-200 employees,2010,Public,Healthcare,Other,$100M-$1B,None
571,Data Scientist,$94K-$241K (Glassdoor est.),SQL data analysis SQL Python data analysis Machine Learning Python data analysis data analysis SQL,3.9,Company_571,Other,"New York, NY",51-200 employees,1822,Other,Finance,Business Services,$100M-$1B,None
572,Data Analyst,$129K-$195K (Glassdoor est.),statistics statistics data analysis data analysis SQL Python Machine Learning Python statistics Python,3.0,Company_572,"Washington, DC","New York, NY",51-200 employees,1968,Public,Biotech,Technology,$10M-$100M,Unknown
573,Machine Learning Engineer,$140K-$227K (Glassdoor est.),statistics Machine Learning Machine Learning Python Machine Learning statistics Python Machine Learning statistics Python,4.2,Company_573,"Chicago, IL","San Francisco, CA",201-500 employees,1929,Other,Other,Other,$1M-$10M,Unknown
574,Senior Data Scientist,$125K-$172K (Glassdoor est.),SQL statistics Machine Learning Machine Learning Python SQL SQL statistics statistics Machine Learning,1.4,Company_574,"San Francisco, CA","New York, NY",1000+ employees,1805,Public,Healthcare,Business Services,$10M-$100M,None
575,Machine Learning Engineer,$90K-$181K (Glassdoor est.),Python statistics Python statistics Machine Learning statistics data analysis data analysis Machine Learning Machine Learning,1.9,Company_575,"Chicago, IL",Other,1-50 employees,1918,Private,Biotech,Other,$100M-$1B,Unknown
576,Machine Learning Engineer,$64K-$197K (Glassdoor est.),SQL Machine Learning Machine Learning data analysis Python Python Machine Learning Python Machine Learning Machine Learning,1.0,Company_576,Other,Other,1000+ employees,1803,Public,IT Services,Business Services,$10M-$100M,-1
577,Data Analyst,$68K-$281K (Glassdoor est.),SQL statistics data analysis Machine Learning SQL data analysis statistics statistics statistics statistics,4.7,Company_577,"Chicago, IL","San Francisco, CA",51-200 employees,1971,Private,Other,Other,$1M-$10M,"Company A, Company B"
578,Data Scientist,$126K-$186K (Glassdoor est.),Python data analysis data analysis Machine Learning Machine Learning data analysis statistics Python Machine Learning Machine Learning,3.2,Company_578,"San Francisco, CA","New York, NY",201-500 employees,1832,Other,Other,Business Services,Unknown,None
579,Machine Learning Engineer,$104K-$198K (Glassdoor est.),Python SQL Machine Learning SQL Machine Learning SQL Python Machine Learning Python statistics,-1.0,Company_579,"San Francisco, CA","Chicago, IL",51-200 employees,1805,Public,Other,Healthcare,$1M-$10M,"Company A, Company B"
580,Data Analyst,$118K-$195K (Glassdoor est.),statistics Machine Learning statistics data analysis data analysis Python SQL SQL SQL statistics,4.9,Company_580,Other,"Chicago, IL",201-500 employees,1831,Non-profit,Healthcare,Finance,Unknown,Unknown
581,Senior Data Scientist,$112K-$224K (Glassdoor est.),SQL statistics data analysis Machine Learning SQL statistics Machine Learning Python Python SQL,3.7,Company_581,"Washington, DC","Chicago, IL",1-50 employees,-1,Private,Finance,Finance,$1M-$10M,-1
582,Machine Learning Engineer,$90K-$266K (Glassdoor est.),statistics statistics Machine Learning SQL statistics statistics SQL statistics Python data analysis,-1.0,Company_582,"New York, NY",Other,1000+ employees,1949,Non-profit,Healthcare,Healthcare,Unknown,-1
583,Senior Data Scientist,$95K-$153K (Glassdoor est.),statistics statistics Machine Learning Python data analysis statistics Python statistics Machine Learning Machine Learning,1.9,Company_583,"New York, NY",Other,51-200 employees,-1,Other,Finance,Other,$1M-$10M,"Company A, Company B"
584,Data Analyst,$74K-$249K (Glassdoor est.),Python statistics Machine Learning data analysis data analysis statistics data analysis SQL Machine Learning statistics,-1.0,Company_584,"San Francisco, CA","New York, NY",1000+ employees,2019,Private,Biotech,Finance,$10M-$100M,Unknown
585,Data Analyst,$114K-$277K (Glassdoor est.),SQL Python Machine Learning data analysis Machine Learning Python data analysis statistics Python SQL,-1.0,Company_585,"New York, NY","Chicago, IL",51-200 employees,2018,Public,Biotech,Technology,Unknown,-1
586,Data Analyst,$112K-$257K (Glassdoor est.),data analysis Python Machine Learning data analysis SQL SQL statistics SQL Machine Learning SQL,1.8,Company_586,"Chicago, IL","New York, NY",1-50 employees,1921,Other,Finance,Healthcare,$1M-$10M,None
587,Data Analyst,$106K-$276K (Glassdoor est.),data analysis data analysis data analysis data analysis SQL statistics data analysis data analysis Machine Learning Python,1.2,Company_587,"Chicago, IL","New York, NY",1-50 employees,1965,Other,IT Services,Finance,$1M-$10M,-1
588,Data Analyst,$122K-$158K (Glassdoor est.),Machine Learning Machine Learning Python SQL statistics Python Machine Learning SQL statistics SQL,3.5,Company_588,"San Francisco, CA",Other,1-50 employees,1889,Other,Finance,Business Services,$100M-$1B,-1
589,Data Scientist,$78K-$225K (Glassdoor est.),Machine Learning Python Python statistics Python data analysis SQL SQL statistics statistics,-1.0,Company_589,"Washington, DC",Other,201-500 employees,-1,Other,Other,Other,Unknown,Unknown
590,Senior Data Scientist,Unknown,Python Python Python Machine Learning data analysis Python statistics statistics Machine Learning data analysis,3.9,Company_590,"New York, NY",Other,1000+ employees,1810,Non-profit,Biotech,Finance,$1M-$10M,None
591,Data Scientist,$71K-$268K (Glassdoor est.),Machine Learning Python data analysis statistics Python Python Python Machine Learning Python statistics,4.0,Company_591,Other,Other,1000+ employees,1976,Public,IT Services,Other,$1M-$10M,None
592,Senior Data Scientist,$148K-$277K (Glassdoor est.),Python SQL SQL SQL data analysis statistics SQL Machine Learning statistics SQL,4.3,Company_592,Other,"Chicago, IL",201-500 employees,2011,Other,Other,Technology,Unknown,"Company A, Company B"
593,Machine Learning Engineer,$64K-$297K (Glassdoor est.),Machine Learning SQL data analysis Machine Learning Machine Learning SQL Python Python data analysis statistics,3.8,Company_593,"Chicago, IL","New York, NY",1-50 employees,1825,Public,Biotech,Finance,$1M-$10M,None
594,Machine Learning Engineer,$149K-$290K (Glassdoor est.),SQL SQL Machine Learning data analysis SQL data analysis statistics Machine Learning statistics Machine Learning,1.6,Company_594,"New York, NY","New York, NY",51-200 employees,1983,Non-profit,Biotech,Finance,$10M-$100M,"Company A, Company B"
595,Senior Data Scientist,$96K-$289K (Glassdoor est.),data analysis statistics data analysis data analysis Machine Learning Machine Learning SQL data analysis Python Python,1.7,Company_595,"Washington, DC","New York, NY",1-50 employees,-1,Non-profit,Finance,Technology,$10M-$100M,-1
596,Machine Learning Engineer,$55K-$263K (Glassdoor est.),Python Machine Learning Machine Learning SQL statistics data analysis statistics SQL Python Python,-1.0,Company_596,"New York, NY",Other,1000+ employees,1815,Public,Biotech,Business Services,$1M-$10M,None
597,Machine Learning Engineer,$104K-$177K (Glassdoor est.),SQL data analysis SQL Python data analysis SQL data analysis Python SQL Python,-1.0,Company_597,"Chicago, IL","Chicago, IL",201-500 employees,1876,Other,IT Services,Healthcare,$100M-$1B,-1
598,Machine Learning Engineer,$133K-$214K (Glassdoor est.),SQL Machine Learning data analysis statistics Machine Learning SQL data analysis Machine Learning Python SQL,2.7,Company_598,"San Francisco, CA","Chicago, IL",51-200 employees,1918,Non-profit,Other,Finance,$1M-$10M,-1
599,Data Scientist,$54K-$266K (Glassdoor est.),data analysis statistics statistics Python statistics Machine Learning data analysis SQL SQL Python,-1.0,Company_599,"San Francisco, CA","New York, NY",201-500 employees,1817,Non-profit,Healthcare,Business Services,$10M-$100M,Unknown
600,Data Scientist,$61K-$263K (Glassdoor est.),statistics Machine Learning statistics Machine Learning Python Python SQL SQL Machine Learning SQL,-1.0,Company_600,Other,"New York, NY",1-50 employees,1978,Private,Healthcare,Business Services,$100M-$1B,None
601,Data Analyst,$65K-$211K (Glassdoor est.),data analysis statistics statistics statistics SQL statistics Machine Learning statistics statistics Python,-1.0,Company_601,"New York, NY","San Francisco, CA",201-500 employees,1935,Other,Healthcare,Finance,Unknown,None
602,Senior Data Scientist,$144K-$240K (Glassdoor est.),data analysis Python Python statistics data analysis SQL data analysis Machine Learning Machine Learning SQL,2.7,Company_602,"New York, NY","Chicago, IL",51-200 employees,1897,Private,Other,Other,$1M-$10M,Unknown
603,Machine Learning Engineer,$128K-$260K (Glassdoor est.),data analysis SQL data analysis Machine Learning statistics statistics Python SQL data analysis Python,1.7,Company_603,"San Francisco, CA","New York, NY",1-50 employees,1835,Other,IT Services,Technology,$10M-$100M,-1
604,Senior Data Scientist,$67K-$203K (Glassdoor est.),Python Python Python SQL data analysis Machine Learning Python Python statistics SQL,3.9,Company_604,Other,Other,1-50 employees,1820,Non-profit,Other,Other,$1M-$10M,Unknown
605,Data Analyst,$57K-$296K (Glassdoor est.),statistics statistics statistics statistics SQL data analysis Python statistics Python SQL,3.1,Company_605,"San Francisco, CA","Chicago, IL",51-200 employees,1889,Private,Finance,Finance,$100M-$1B,Unknown
606,Data Analyst,$85K-$288K (Glassdoor est.),data analysis statistics SQL Python Python Machine Learning Python statistics data analysis statistics,3.4,Company_606,Other,"New York, NY",1000+ employees,1953,Other,Other,Business Services,$1M-$10M,None
607,Machine Learning Engineer,$140K-$225K (Glassdoor est.),statistics Machine Learning Machine Learning Python Machine Learning Machine Learning data analysis statistics SQL data analysis,3.3,Company_607,"Chicago, IL",Other,51-200 employees,1862,Other,Other,Healthcare,$1M-$10M,-1
608,Data Analyst,$84K-$282K (Glassdoor est.),SQL SQL SQL Python Machine Learning statistics data analysis data analysis SQL Python,2.8,Company_608,"New York, NY","Chicago, IL",1000+ employees,1861,Non-profit,Healthcare,Other,$10M-$100M,None
609,Machine Learning Engineer,$136K-$175K (Glassdoor est.),statistics Python Python SQL statistics Python Python SQL Machine Learning Machine Learning,3.4,Company_609,"New York, NY",Other,1-50 employees,1815,Other,Biotech,Finance,Unknown,Unknown
610,Data Analyst,$146K-$256K (Glassdoor est.),statistics data analysis SQL Machine Learning Python Machine Learning statistics SQL SQL statistics,1.9,Company_610,"Chicago, IL","New York, NY",201-500 employees,1960,Private,Other,Technology,$100M-$1B,"Company A, Company B"
611,Data Analyst,$85K-$183K (Glassdoor est.),statistics Machine Learning data analysis Python SQL Python SQL statistics data analysis Python,1.7,Company_611,"San Francisco, CA","New York, NY",1000+ employees,1882,Public,Other,Finance,$100M-$1B,"Company A, Company B"
612,Machine Learning Engineer,$66K-$214K (Glassdoor est.),statistics data analysis SQL statistics Python Python data analysis Machine Learning SQL statistics,2.8,Company_612,"Washington, DC","Chicago, IL",51-200 employees,1992,Private,IT Services,Other,$10M-$100M,"Company A, Company B"
613,Data Analyst,$91K-$214K (Glassdoor est.),Python Machine Learning Python Machine Learning Machine Learning Python SQL Python data analysis data analysis,3.4,Company_613,"Chicago, IL","San Francisco, CA",1000+ employees,1910,Private,Finance,Other,Unknown,None
614,Data Analyst,$136K-$251K (Glassdoor est.),Machine Learning SQL Machine Learning Machine Learning Machine Learning Machine Learning Machine Learning data analysis data analysis statistics,4.2,Company_614,Other,Other,201-500 employees,-1,Private,Healthcare,Technology,$1M-$10M,"Company A, Company B"
615,Data Analyst,$123K-$219K (Glassdoor est.),SQL Python Python SQL Python Python SQL data analysis data analysis SQL,1.8,Company_615,"San Francisco, CA",Other,1000+ employees,1874,Public,Other,Healthcare,$10M-$100M,-1
616,Senior Data Scientist,$98K-$266K (Glassdoor est.),Python data analysis statistics SQL SQL data analysis SQL SQL Machine Learning data analysis,4.1,Company_616,"New York, NY","San Francisco, CA",1-50 employees,1863,Private,Biotech,Business Services,Unknown,"Company A, Company B"
617,Data Scientist,Unknown,Python Machine Learning data analysis Machine Learning SQL statistics SQL SQL Python Python,1.4,Company_617,Other,"Chicago, IL",201-500 employees,-1,Public,IT Services,Technology,Unknown,"Company A, Company B"
618,Senior Data Scientist,$145K-$222K (Glassdoor est.),statistics Python Python Machine Learning SQL Python SQL Python data analysis statistics,4.2,Company_618,"San Francisco, CA","San Francisco, CA",201-500 employees,1898,Public,IT Services,Healthcare,$100M-$1B,Unknown
619,Data Analyst,$97K-$267K (Glassdoor est.),Machine Learning statistics Machine Learning Machine Learning SQL Python statistics Machine Learning statistics statistics,-1.0,Company_619,"New York, NY",Other,1000+ employees,1861,Private,Healthcare,Other,Unknown,-1
620,Data Scientist,$91K-$299K (Glassdoor est.),Machine Learning Python Python Python SQL data analysis Machine Learning data analysis statistics SQL,-1.0,Company_620,Other,Other,1-50 employees,1945,Non-profit,Finance,Finance,Unknown,"Company A, Company B"
621,Senior Data Scientist,Unknown,Machine Learning SQL Python SQL data analysis statistics data analysis statistics statistics Machine Learning,3.1,Company_621,"Washington, DC","San Francisco, CA",201-500 employees,1888,Non-profit,Biotech,Finance,$100M-$1B,Unknown
622,Senior Data Scientist,$108K-$242K (Glassdoor est.),Python data analysis data analysis Python statistics statistics data analysis Python Machine Learning SQL,3.2,Company_622,"Washington, DC",Other,201-500 employees,1829,Public,IT Services,Healthcare,Unknown,"Company A, Company B"
623,Senior Data Scientist,$118K-$252K (Glassdoor est.),data analysis statistics SQL data analysis Python statistics data analysis statistics statistics data analysis,3.6,Company_623,"New York, NY",Other,201-500 employees,-1,Private,Healthcare,Technology,$10M-$100M,"Company A, Company B"
624,Machine Learning Engineer,$104K-$205K (Glassdoor est.),statistics Machine Learning statistics Machine Learning SQL data analysis statistics SQL Machine Learning statistics,4.3,Company_624,"San Francisco, CA","New York, NY",1-50 employees,1900,Non-profit,Other,Healthcare,$1M-$10M,Unknown
625,Data Analyst,$91K-$223K (Glassdoor est.),SQL Python Machine Learning SQL data analysis Machine Learning Machine Learning statistics data analysis SQL,-1.0,Company_625,Other,"San Francisco, CA",51-200 employees,1957,Non-profit,Healthcare,Technology,$10M-$100M,Unknown
626,Data Analyst,$123K-$184K (Glassdoor est.),statistics Machine Learning data analysis Machine Learning Python statistics data analysis data analysis SQL SQL,-1.0,Company_626,"Washington, DC",Other,1-50 employees,-1,Private,Healthcare,Finance,$1M-$10M,None
627,Data Scientist,$112K-$238K (Glassdoor est.),data analysis Python Python SQL Machine Learning Python SQL Machine Learning data analysis Python,4.2,Company_627,"New York, NY","New York, NY",201-500 employees,-1,Public,IT Services,Other,$1M-$10M,None
628,Senior Data Scientist,$147K-$163K (Glassdoor est.),SQL SQL SQL statistics data analysis data analysis Python Python SQL statistics,1.2,Company_628,Other,Other,1-50 employees,1861,Public,Other,Other,Unknown,-1
629,Data Analyst,-1,Python Machine Learning Python SQL Machine Learning SQL statistics data analysis Machine Learning statistics,3.2,Company_629,"New York, NY",Other,1000+ employees,1846,Public,Healthcare,Healthcare,$100M-$1B,"Company A, Company B"
